hire_date,is_manager,gender,ethnicity,crosschq_asmt_score,crosschq_ref_score,crosschq_references_fraud,age_at_hire,was_referral,terminated_in_first_6_months,strengths_1,strengths_2,Strengths_3,Strengths_4,Strengths_5,Strengths_6,Strengths_7,Strengths_8,Strengths_9,Strengths_10,Strengths_11,Strengths_12,Strengths_13,Strengths_14,Strengths_15,Strengths_16,Strengths_17,Weakness_1,Weakness_2,Weakness_3,Weakness_4,Weakness_5,Weakness_6,Weakness_7,Weakness_8,Weakness_9,Weakness_10,compared_to_others_1,compared_to_others_2,compared_to_others_3,compared_to_others_4,compared_to_others_5,compared_to_others_6,compared_to_others_7,compared_to_others_8,compared_to_others_9
2021-06-21,True,female,Asian,3.78,4.5,False,36,False,False,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,4.2,4.8,3.8,4,4.5,4,4,3.8,4.2
2021-06-21,True,female,White/Caucasian,4.11,4.3,False,60,False,False,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,4.2,3.8,4.5,4.2,3.5,4,4.2,4.8
2021-06-21,True,female,Asian,4.83,4.06,False,74,False,True,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.2,4.8,4.2,4,4,4.2,4,4,4.8
2021-07-05,True,male,Asian,3,4.52,False,24,False,False,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4,4.5,4.2,4.2,4.2,4,4.5,4.5,4.2
2021-07-05,True,male,Asian,4.17,4.7,False,25,False,False,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.5,4.5,4.8,4.8,5,4.5,4.2,4.5,5
2021-07-05,True,male,Asian,4.83,3.57,False,35,False,False,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,3.5,4,4,4,4,3.5,3.8,3,4.2
2021-07-06,True,male,Asian,3.94,4.78,False,24,False,False,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4.5,4.2,4,4.5,4.2,4.5,4.8,4,4.8
2021-07-06,True,male,White/Caucasian,3.61,4.89,False,25,False,False,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,4.5,4.5,3.8,4.5,4.8,3.8,4.8,4.2,4.8
2021-07-06,True,female,Asian,3.78,4.43,False,26,True,False,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,4.2,4.2,4.2,3.5,4.5,4,4.8,4.2,4.8
2021-07-06,True,male,White/Caucasian,4.06,4.09,False,27,False,False,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,3.8,4.8,4.2,4.2,4,4.2,4.5,3.5,4.2
2021-07-06,True,female,White/Caucasian,3.22,4.59,False,31,False,False,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4.2,4.2,3.8,4.5,4.8,3.5,4,4.8,4.5
2021-07-06,True,male,White/Caucasian,4.39,4.24,False,32,True,False,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3.8,5,4.8,4.5,4,4,4.5,4.2,4
2021-07-06,True,male,Hispanic/Latinx,3.83,4.46,False,36,True,False,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,3.8,4.8,4,4.8,4.5,4,4.8,4,4.8
2021-07-06,True,female,Hispanic/Latinx,4.5,4.5,False,38,True,False,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,4.4,4.2,4.2,4.4,4.8,4.2,4.2,4.2,5
2021-07-06,True,male,Other,3.94,4.59,False,38,False,False,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,4,4.8,4.8,4,4.5,4.2,4.5,4.2,4.2
2021-07-06,True,male,White/Caucasian,4.28,4.59,False,41,False,False,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,4.8,5,4.5,4.2,4.8,3.8,4.5,4.2,5
2021-07-06,True,female,Asian,4.11,4.56,False,50,False,False,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,4.8,4.5,4.5,4.2,3.8,4,4.5,4.8
2021-07-06,True,male,Black/African American,4,4.26,False,63,False,False,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,4.5,4.8,4.2,4.5,4.5,4.2,4.5,4,4.2
2021-07-12,True,male,White/Caucasian,3.78,4.76,False,50,True,False,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,4.2,4.8,4,3.8,4.5,3.8,4.2,4.5,4.8
2021-07-19,True,male,Asian,4,4.54,False,26,False,False,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4.5,4.2,4.5,4.2,4.5,4,4.5,4.2,4
2021-07-26,True,female,Asian,4.11,4.64,False,40,False,False,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.3,4,3.7,4.3,4.7,4.7,4,3.7,5
2021-08-02,True,male,White/Caucasian,4.94,4.52,False,24,False,False,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,5,5,5
2021-08-02,True,female,White/Caucasian,4.17,3.7,False,24,False,False,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4,4.8,3.5,4.2,4.2,3.5,3.8,3.5,3.5
2021-08-02,True,male,Asian,3.56,4.44,False,25,True,False,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,4.2,4.8,4.2,3.8,5,4.2,4.5,4.5,4.8
2021-08-02,True,female,White/Caucasian,4.22,4.17,False,25,True,False,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,3.8,4.8,4.2,4.2,4,3.2,4.2,4.5,4
2021-08-02,True,male,White/Caucasian,3.39,4.52,False,25,False,False,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.8,4.5,4.5,4.2,3.8,4.2,4.2,4,4.8
2021-08-02,True,female,White/Caucasian,4.17,3.94,False,26,True,False,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,4.2,4.5,4.8,4.2,4.2,4,4.2,3.8,4.2
2021-08-02,True,male,White/Caucasian,4,4.04,False,27,False,False,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,3.8,5,4.5,3.8,4,3.2,4.8,4,3.5
2021-08-02,True,male,Asian,4.72,4,False,27,False,False,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,4.2,4.2,4,4,4.2,4,4,4.2,4
2021-08-02,True,female,White/Caucasian,4.11,4.37,False,28,True,False,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,3.8,4.2,5,4,4.2,4.2,4.5,4.5,4.8
2021-08-02,True,female,White/Caucasian,3.94,4.17,False,31,True,False,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,4.2,4.8,4,4.5,4.2,3.2,4.2,4.2,4.5
2021-08-02,True,male,Other,4.06,4.26,False,32,False,False,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,4.2,4.8,4,4.2,4.2,3.8,4,4.2,4
2021-08-02,True,female,White/Caucasian,4.72,3.94,False,33,False,False,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,4.3,5,4,4.7,4.7,3.7,4.3,4.3,4.7
2021-08-02,True,male,Asian,3.83,4.58,False,34,False,True,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4.3,4.7,4,4,4.7,3.7,4.7,4.7,4.3
2021-08-02,True,male,Asian,4.22,4.46,False,42,True,False,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,4.2,4.5,5,4.5,5,4.5,4,4.2,5
2021-08-02,True,male,White/Caucasian,4.17,4.37,False,47,False,False,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4,4.8,4,4,4.2,4,5,4.5,5
2021-08-03,True,male,White/Caucasian,3.22,4.17,False,27,False,False,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,4.2,4.5,4,4,4,4.2,4,4
2021-08-16,True,male,Asian,3.5,4.5,False,26,True,False,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,4.2,4.5,4,4.2,4.2,4,4.8,4.5,3.8
2021-08-16,True,female,Other,3.17,4.31,False,28,True,False,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,3,3,3,3,3,4,3,4
2021-08-16,True,female,Asian,4.67,4.06,False,28,False,False,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,3.7,4.7,4.7,4,4,4.3,4,4.7,3.7
2021-08-16,True,male,White/Caucasian,4.28,3.93,False,31,False,False,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,4.8,3.8,3.8,3.8,4.5,3.5,4.5,3.5,4.2
2021-08-16,True,female,White/Caucasian,4.06,4.3,False,36,True,False,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,5,4.5,3.8,4.5,4,4,4,4.2,4
2021-08-16,True,male,Asian,2.39,4.57,False,40,False,False,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,4.8,4.2,4,3.5,4.5,3,3.8,4,4.8
2021-08-16,True,male,Asian,3.94,4.37,False,42,False,False,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,4,4.2,4.5,4.2,4.5,4,4.5,4.2,4.2
2021-08-16,True,female,Hispanic/Latinx,3.67,4.49,False,42,True,True,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,3,4,3,2,5,1,4,4,4
2021-08-16,True,male,White/Caucasian,3.83,4.47,False,44,False,False,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,4.7,4,4.3,4.3,3.7,4.3,4.3,4
2021-08-23,True,male,White/Caucasian,5,4.63,False,31,False,False,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.5,4.8,4.2,5,5,4.8,4.5,4.8,4.8
2021-08-30,True,male,Asian,4.28,4.44,False,24,True,False,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,4.5,4.8,4.2,4.5,4.5,4,4.2,3.2,4.8
2021-08-30,True,male,Asian,4.11,4.85,False,31,False,False,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,4.5,4.8,4.5,4.2,4.5,4.8,4.2,5,4.8
2021-08-30,True,male,Other,3.78,4.58,False,32,False,False,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4.3,4.3,4.3,4.3,4.3,4.3,4,4.7
2021-08-30,True,male,Asian,4.22,5,False,33,False,False,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,4.8,4.8,5,5,4.8,4.8,4.8
2021-09-06,True,male,White/Caucasian,3.89,4.83,False,27,False,False,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4.5,4.8,4,4.2,4.5,4.5,4,4.8,4.8
2021-09-07,True,male,White/Caucasian,3.94,4.44,False,22,False,False,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,5,5,3,3,3,2,5,5
2021-09-07,True,female,Hispanic/Latinx,3.94,4.5,False,24,True,False,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,4,4.8,4.8,4.5,4.2,4.2,4,4.8,5
2021-09-07,True,male,Other,3.83,3.63,False,25,True,False,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3.2,4,4.5,3.2,3.5,4.5,4.2,3.8,3.8
2021-09-07,True,male,Asian,4.17,4.67,False,27,False,True,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4.5,4.8,4.5,4.5,4.5,4.8,4.8,4.5,4.5
2021-09-07,True,female,White/Caucasian,4.72,4.78,False,28,False,True,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,4.5,4.8,4.5,4.2,4.5,4.5,4,4.8,5
2021-09-07,True,male,White/Caucasian,4.89,4.59,False,29,True,False,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,5,4.8,4.5,4.5,4.5,4.8,5,4.2
2021-09-07,True,female,Asian,4.28,4.24,False,30,False,False,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,4.2,4.8,5,4.5,4,4.5,4.5,4.5,4.5
2021-09-07,True,male,White/Caucasian,4,4.32,False,30,True,True,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,4.2,4.8,4.5,3.8,4,3.8,4.5,4.2,4.2
2021-09-07,True,male,White/Caucasian,4.89,4.87,False,31,True,False,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,4.5,5,4.5,4.2,5,4.8,4.8,5,5
2021-09-07,True,female,Other,3.44,3.67,False,31,False,False,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,5,4,3,3,4,5,4,5
2021-09-07,True,female,White/Caucasian,3.17,4.72,False,32,True,False,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,4.2,4.8,4.2,4.5,4.5,4,4.2,4.5,4.8
2021-09-07,True,male,White/Caucasian,4.22,4.74,False,32,True,False,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,5,5,5,4.5,4.5,5,4.8,4.8
2021-09-07,True,female,White/Caucasian,4,4.67,False,34,False,False,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,4.5,5,4.5,4,4.5,4,5,4.2,4.8
2021-09-07,True,female,White/Caucasian,4.17,4.26,False,34,True,False,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,4,4.5,4,4.2,4,4,4.5,4.5,4.2
2021-09-07,True,female,Asian,3.33,3.34,False,34,False,False,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,4,2,4,4,4,4,3,4
2021-09-07,True,male,White/Caucasian,4.78,4.13,False,37,True,False,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,4.2,4.5,5,4,4.2,4.5,4.2,4,4.2
2021-09-07,True,female,White/Caucasian,4.06,3.7,False,37,True,False,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,3.5,4.2,4,3.8,3.8,3,4,4.5,3.8
2021-09-07,True,male,White/Caucasian,3.72,4.15,False,38,False,False,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,4.2,4,4,4.2,4,4,3.8,4,4.5
2021-09-07,True,female,White/Caucasian,4.28,4.35,False,43,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3,4.7,4.3,4.3,4.3,4.3,4.3,4.3,4.3
2021-09-07,True,male,Other,4.28,4.09,False,47,False,False,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,4,5,4.2,3.8,4,4.5,4.5,3.8,4.8
2021-09-07,True,female,White/Caucasian,3.28,4.28,False,47,False,False,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,4.5,4.8,4.5,4.2,4.5,3.5,4.2,3.8,4.8
2021-09-07,True,male,White/Caucasian,4.11,4.46,False,56,True,False,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4.8,4.5,4.5,4.5,4.5,4.2,4.2,4.2,5
2021-09-07,True,male,White/Caucasian,4.72,4.24,False,60,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,5,4,3,5,5,5,4,5
2021-09-13,True,male,White/Caucasian,4.11,4.32,False,35,True,False,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,4.8,5,4.2,4.8,4.2,4.2,4.5,4.8,4.2
2021-09-15,True,male,Other,4.39,4.43,False,28,False,False,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,4,4.8,4.2,4,4.2,4.5,4.2,4.8,4.2
2021-09-20,True,female,Asian,4.83,4.39,False,25,True,False,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,4.8,4.2,4.8,4.2,4.5,4.2,4.8,4.5,4.5
2021-09-20,True,male,Hispanic/Latinx,3.89,4.63,False,28,False,False,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4.5,4.8,4,4.5,4.5,4.8,4.8,3.8,4
2021-09-20,True,male,Other,4,4.39,False,29,False,False,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,4.5,4.5,4.2,4.2,4.5,4.2,4.5,4.2,4
2021-09-20,True,female,Asian,4.22,4.8,False,30,False,False,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,4.8,5,4.2,4.5,4.5,4,4.5,5,4.5
2021-09-20,True,female,Asian,3.22,4.08,False,32,False,False,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,3,5,2,3,2,5,3,4
2021-09-20,True,male,White/Caucasian,4.11,4.39,False,32,False,False,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.8,4.5,4,4.2,4.8,4.2,4.2,4.2,4.5
2021-09-20,True,male,Hispanic/Latinx,3.78,4.17,False,33,False,False,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,4.2,4.5,3.5,4,4.2,4,4.8,4,4
2021-09-20,True,male,Other,3.89,4.39,False,42,False,False,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,4,5,5,5,5,5,5
2021-09-20,True,female,White/Caucasian,3.33,4.65,False,45,False,False,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,3,4,3,3,4,4,4
2021-09-27,True,male,Asian,3.94,4.33,False,29,False,False,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,3.8,4.8,4.2,4,4.5,4.2,4.5,3.5,4.5
2021-09-28,True,female,White/Caucasian,3.94,4.75,False,35,False,False,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,4.3,4.7,4,4,4.7,3.3,4,4.7,5
2021-10-04,True,female,White/Caucasian,4,3.98,False,22,True,False,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,4.2,4.8,4.2,4,3.8,4,4.5,4.2,4.2
2021-10-04,True,male,White/Caucasian,4.89,4.85,False,23,False,False,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,5,4.8,4,5,5,4.8,4.5,4.5,5
2021-10-04,True,male,Hispanic/Latinx,3.33,4.09,False,23,False,False,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,3.8,4.2,4.8,3.5,3.5,4.8,4.2,4,3.8
2021-10-04,True,female,White/Caucasian,3.83,4.15,False,25,False,False,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,4.5,4.2,2.8,4.5,3.5,3.2,3.2,4.8,4.2
2021-10-04,True,male,Asian,4.11,4.28,False,27,False,False,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,4,4.5,3.8,4.2,4.2,4.2,4.2,4,4.8
2021-10-04,True,male,Hispanic/Latinx,2.89,3.94,False,31,False,False,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,3.8,4,3.2,4,3.8,4,3.8,2.5,3.5
2021-10-04,True,male,Black/African American,4.11,4.93,False,31,False,False,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,4.5,4.8,4,4.8,4.8,5,5,5,4.5
2021-10-04,True,male,White/Caucasian,3.11,4.07,False,31,False,True,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,3.5,4.2,3.2,4,4,3.8,4,4,4.5
2021-10-04,True,female,Black/African American,4,4.59,False,32,False,False,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4.5,4.8,4.5,4.5,4.5,3.8,4.2,4.2,4.5
2021-10-04,True,male,Hispanic/Latinx,4.28,4.46,False,33,True,False,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,4,4.7,4,4.3,4.3,4,4.3,4.3,4.3
2021-10-04,True,female,White/Caucasian,4.11,4.59,False,34,True,False,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,5,5,4,4.5,5,2.8,4.2,4.5,5
2021-10-04,True,male,Asian,4,3.44,False,34,True,False,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.5,4,4,4,3,3,4.8,3.8,4
2021-10-04,True,male,White/Caucasian,3.22,3.72,False,37,False,False,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,3.7,4.7,4.3,4,3,3.3,4.3,3.3,3.3
2021-10-04,True,female,Asian,2.56,4.56,False,41,True,False,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,4,4.2,4.5,3.8,4,3.8,4,4.5,4.2
2021-10-04,True,male,White/Caucasian,3.78,4.26,False,53,True,False,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,3.5,4.5,3.8,4,3.8,4,4,4.2,4.5
2021-10-07,True,female,White/Caucasian,4.28,4.59,False,21,True,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,4,4,5,5,5,4,4,5
2021-10-18,True,male,Hispanic/Latinx,4.44,4.26,False,24,False,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,5,4,5,5,5,5,5,5
2021-10-18,True,male,Asian,4,3.7,False,28,True,False,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,3.8,4.2,3.8,3.8,3.5,3.2,4,4,4
2021-10-18,True,male,Hispanic/Latinx,4.28,4.46,False,28,False,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,4,4,4,5,5,5,5
2021-10-18,True,female,Asian,4.28,4.9,False,31,False,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,5,5,4,3,4,5,5,5,5
2021-10-18,True,male,Hispanic/Latinx,4.89,4.08,False,35,False,True,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,5,5,5,5,4,5,5,5
2021-10-18,True,male,White/Caucasian,3.94,4.61,False,36,False,False,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,4,4.8,4.8,4.5,4.5,4.2,4.5,3.5,4.8
2021-11-01,True,male,Hispanic/Latinx,4.06,4.41,False,27,False,False,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,4,4.2,4.2,4.8,4.5,4.2,4.5,4.2,4.8
2021-11-01,True,male,Asian,4.22,3.93,False,27,False,False,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,4,5,4.8,4.2,4,3.8,4.2,4.2,4
2021-11-01,True,female,White/Caucasian,4.22,4.52,False,29,False,True,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4.5,5,4.8,4.8,4.5,4,5,4.5,4.8
2021-11-01,True,male,White/Caucasian,3.89,4.44,False,30,True,False,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,4,4,3,3,3,4,4,4
2021-11-01,True,female,White/Caucasian,4.17,4.08,False,34,False,False,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,4,4.7,4,4,4.3,3.7,4.7,4.3,4.3
2021-11-01,True,male,Asian,4.67,4.8,False,35,False,False,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,5,4.8,4.2,4.2,5,4.2,4.8,4.5
